benchmark,experiment,tree_path,tree_theorem,node_count,edge_count,branching_node_count,average_branching_factor,max_branching_factor,single_node_tree
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_append_assoc_174/namespace-core_eval-name-list_append_assoc_174_20260517-011850,namespace-core_eval-name-list_append_assoc_174,2,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_cons_ne_nil_177/namespace-core_eval-name-list_cons_ne_nil_177_20260517-100944,namespace-core_eval-name-list_cons_ne_nil_177,4,9,1,9.0,9.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_head_cons_179/namespace-core_eval-name-list_head_cons_179_20260517-095915,namespace-core_eval-name-list_head_cons_179,2,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_length_cons_176/namespace-core_eval-name-list_length_cons_176_20260517-071838,namespace-core_eval-name-list_length_cons_176,2,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_length_nil_175/namespace-core_eval-name-list_length_nil_175_20260517-091409,namespace-core_eval-name-list_length_nil_175,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_nil_append_172/namespace-core_eval-name-list_nil_append_172_20260517-030512,namespace-core_eval-name-list_nil_append_172,2,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_nil_ne_cons_178/namespace-core_eval-name-list_nil_ne_cons_178_20260517-043023,namespace-core_eval-name-list_nil_ne_cons_178,2,6,1,6.0,6.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_and_eq_211/namespace-core_eval-name-mixed_and_eq_211_20260517-024834,namespace-core_eval-name-mixed_and_eq_211,4,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_bool_prop_220/namespace-core_eval-name-mixed_bool_prop_220_20260517-104401,namespace-core_eval-name-mixed_bool_prop_220,2,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_imp_eq_213/namespace-core_eval-name-mixed_imp_eq_213_20260517-083830,namespace-core_eval-name-mixed_imp_eq_213,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_list_nat_217/namespace-core_eval-name-mixed_list_nat_217_20260517-090914,namespace-core_eval-name-mixed_list_nat_217,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_nat_prop_215/namespace-core_eval-name-mixed_nat_prop_215_20260517-104818,namespace-core_eval-name-mixed_nat_prop_215,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_nat_prop_216/namespace-core_eval-name-mixed_nat_prop_216_20260517-094320,namespace-core_eval-name-mixed_nat_prop_216,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_option_nat_218/namespace-core_eval-name-mixed_option_nat_218_20260517-034851,namespace-core_eval-name-mixed_option_nat_218,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_option_nat_219/namespace-core_eval-name-mixed_option_nat_219_20260517-100526,namespace-core_eval-name-mixed_option_nat_219,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_or_eq_212/namespace-core_eval-name-mixed_or_eq_212_20260517-080233,namespace-core_eval-name-mixed_or_eq_212,6,5,2,2.5,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-n_mod_2_implies_square_mod/namespace-core_eval-name-n_mod_2_implies_square_mod_20260517-064024,namespace-core_eval-name-n_mod_2_implies_square_mod,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-n_plus_succ/namespace-core_eval-name-n_plus_succ_20260517-041810,namespace-core_eval-name-n_plus_succ,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-n_plus_zero/namespace-core_eval-name-n_plus_zero_20260517-070033,namespace-core_eval-name-n_plus_zero,4,10,1,10.0,10.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-n_zero_plus/namespace-core_eval-name-n_zero_plus_20260517-042201,namespace-core_eval-name-n_zero_plus,2,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_add_assoc_137/namespace-core_eval-name-nat_add_assoc_137_20260517-093909,namespace-core_eval-name-nat_add_assoc_137,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_add_comm_136/namespace-core_eval-name-nat_add_comm_136_20260517-054423,namespace-core_eval-name-nat_add_comm_136,3,7,1,7.0,7.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_add_zero_127/namespace-core_eval-name-nat_add_zero_127_20260517-013248,namespace-core_eval-name-nat_add_zero_127,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_le_of_lt_148/namespace-core_eval-name-nat_le_of_lt_148_20260517-084307,namespace-core_eval-name-nat_le_of_lt_148,4,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_le_trans_145/namespace-core_eval-name-nat_le_trans_145_20260517-120128,namespace-core_eval-name-nat_le_trans_145,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_lt_trans_146/namespace-core_eval-name-nat_lt_trans_146_20260517-061434,namespace-core_eval-name-nat_lt_trans_146,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_mul_assoc_139/namespace-core_eval-name-nat_mul_assoc_139_20260517-025143,namespace-core_eval-name-nat_mul_assoc_139,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_mul_comm_138/namespace-core_eval-name-nat_mul_comm_138_20260517-053856,namespace-core_eval-name-nat_mul_comm_138,5,4,2,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_mul_one_129/namespace-core_eval-name-nat_mul_one_129_20260517-112216,namespace-core_eval-name-nat_mul_one_129,5,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_one_mul_128/namespace-core_eval-name-nat_one_mul_128_20260517-121335,namespace-core_eval-name-nat_one_mul_128,6,7,2,3.5,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_pred_succ_151/namespace-core_eval-name-nat_pred_succ_151_20260517-031422,namespace-core_eval-name-nat_pred_succ_151,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_succ_ne_zero_134/namespace-core_eval-name-nat_succ_ne_zero_134_20260517-052049,namespace-core_eval-name-nat_succ_ne_zero_134,4,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_succ_pos_150/namespace-core_eval-name-nat_succ_pos_150_20260517-042617,namespace-core_eval-name-nat_succ_pos_150,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_two_add_155/namespace-core_eval-name-nat_two_add_155_20260517-045200,namespace-core_eval-name-nat_two_add_155,5,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_zero_add_126/namespace-core_eval-name-nat_zero_add_126_20260517-045840,namespace-core_eval-name-nat_zero_add_126,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-nat_zero_ne_succ_135/namespace-core_eval-name-nat_zero_ne_succ_135_20260517-111545,namespace-core_eval-name-nat_zero_ne_succ_135,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_false_089/namespace-core_eval-name-not_false_089_20260517-022455,namespace-core_eval-name-not_false_089,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_imp_false_097/namespace-core_eval-name-not_imp_false_097_20260517-030007,namespace-core_eval-name-not_imp_false_097,4,6,1,6.0,6.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_intro_087/namespace-core_eval-name-not_intro_087_20260517-072124,namespace-core_eval-name-not_intro_087,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_not_intro_091/namespace-core_eval-name-not_not_intro_091_20260517-102246,namespace-core_eval-name-not_not_intro_091,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_or_intro_096/namespace-core_eval-name-not_or_intro_096_20260517-020811,namespace-core_eval-name-not_or_intro_096,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-not_true_to_false_098/namespace-core_eval-name-not_true_to_false_098_20260517-012249,namespace-core_eval-name-not_true_to_false_098,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-option_none_ne_some_170/namespace-core_eval-name-option_none_ne_some_170_20260517-065158,namespace-core_eval-name-option_none_ne_some_170,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-option_some_inj_169/namespace-core_eval-name-option_some_inj_169_20260517-095353,namespace-core_eval-name-option_some_inj_169,6,5,2,2.5,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_and_distrib_051/namespace-core_eval-name-or_and_distrib_051_20260517-034548,namespace-core_eval-name-or_and_distrib_051,6,5,2,2.5,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_and_distrib_052/namespace-core_eval-name-or_and_distrib_052_20260517-075139,namespace-core_eval-name-or_and_distrib_052,4,3,2,1.5,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_assoc_left_044/namespace-core_eval-name-or_assoc_left_044_20260517-044447,namespace-core_eval-name-or_assoc_left_044,4,3,2,1.5,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_assoc_right_045/namespace-core_eval-name-or_assoc_right_045_20260517-090555,namespace-core_eval-name-or_assoc_right_045,6,5,2,2.5,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_case_left_053/namespace-core_eval-name-or_case_left_053_20260517-005011,namespace-core_eval-name-or_case_left_053,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_comm_043/namespace-core_eval-name-or_comm_043_20260517-051803,namespace-core_eval-name-or_comm_043,4,3,2,1.5,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_dup_elim_050/namespace-core_eval-name-or_dup_elim_050_20260517-082303,namespace-core_eval-name-or_dup_elim_050,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_dup_intro_049/namespace-core_eval-name-or_dup_intro_049_20260517-073756,namespace-core_eval-name-or_dup_intro_049,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_046/namespace-core_eval-name-or_elim_046_20260517-113435,namespace-core_eval-name-or_elim_046,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_to_imp_064/namespace-core_eval-name-or_elim_to_imp_064_20260517-033306,namespace-core_eval-name-or_elim_to_imp_064,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_to_or_062/namespace-core_eval-name-or_elim_to_or_062_20260517-093432,namespace-core_eval-name-or_elim_to_or_062,5,4,2,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_from_and_right_060/namespace-core_eval-name-or_from_and_right_060_20260517-103928,namespace-core_eval-name-or_from_and_right_060,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_inl_041/namespace-core_eval-name-or_inl_041_20260517-092626,namespace-core_eval-name-or_inl_041,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_right_true_048/namespace-core_eval-name-or_right_true_048_20260517-022028,namespace-core_eval-name-or_right_true_048,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_swap_nested_057/namespace-core_eval-name-or_swap_nested_057_20260517-110941,namespace-core_eval-name-or_swap_nested_057,6,5,2,2.5,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_swap_nested_058/namespace-core_eval-name-or_swap_nested_058_20260517-072826,namespace-core_eval-name-or_swap_nested_058,4,3,2,1.5,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prod_eta_183/namespace-core_eval-name-prod_eta_183_20260517-123422,namespace-core_eval-name-prod_eta_183,5,7,1,7.0,7.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prod_fst_181/namespace-core_eval-name-prod_fst_181_20260517-065519,namespace-core_eval-name-prod_fst_181,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prod_snd_182/namespace-core_eval-name-prod_snd_182_20260517-102551,namespace-core_eval-name-prod_snd_182,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_and_intro/namespace-core_eval-name-prop_and_intro_20260517-011134,namespace-core_eval-name-prop_and_intro,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_and_left/namespace-core_eval-name-prop_and_left_20260517-101926,namespace-core_eval-name-prop_and_left,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_id/namespace-core_eval-name-prop_id_20260517-043243,namespace-core_eval-name-prop_id,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_006/namespace-core_eval-name-prop_imp_apply_006_20260517-062445,namespace-core_eval-name-prop_imp_apply_006,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_007/namespace-core_eval-name-prop_imp_apply_007_20260517-023831,namespace-core_eval-name-prop_imp_apply_007,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_008/namespace-core_eval-name-prop_imp_apply_008_20260517-052639,namespace-core_eval-name-prop_imp_apply_008,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_009/namespace-core_eval-name-prop_imp_chain_009_20260517-014701,namespace-core_eval-name-prop_imp_chain_009,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_010/namespace-core_eval-name-prop_imp_chain_010_20260517-021225,namespace-core_eval-name-prop_imp_chain_010,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_013/namespace-core_eval-name-prop_imp_chain_013_20260517-023312,namespace-core_eval-name-prop_imp_chain_013,4,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_self_002/namespace-core_eval-name-prop_imp_self_002_20260517-022806,namespace-core_eval-name-prop_imp_self_002,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-sigma_exists_191/namespace-core_eval-name-sigma_exists_191_20260517-035232,namespace-core_eval-name-sigma_exists_191,4,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-unit_eq_184/namespace-core_eval-name-unit_eq_184_20260517-073444,namespace-core_eval-name-unit_eq_184,1,0,0,,0,True
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_assoc_left_017/namespace-core_eval-name-and_assoc_left_017_20260517-104318,namespace-core_eval-name-and_assoc_left_017,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_assoc_right_018/namespace-core_eval-name-and_assoc_right_018_20260517-105108,namespace-core_eval-name-and_assoc_right_018,6,5,2,2.5,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_dup_intro_023/namespace-core_eval-name-and_dup_intro_023_20260517-082350,namespace-core_eval-name-and_dup_intro_023,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_dup_left_024/namespace-core_eval-name-and_dup_left_024_20260517-052504,namespace-core_eval-name-and_dup_left_024,3,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_dup_right_025/namespace-core_eval-name-and_dup_right_025_20260517-095412,namespace-core_eval-name-and_dup_right_025,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_intro_true_left_021/namespace-core_eval-name-and_intro_true_left_021_20260517-083418,namespace-core_eval-name-and_intro_true_left_021,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_intro_true_right_022/namespace-core_eval-name-and_intro_true_right_022_20260517-081339,namespace-core_eval-name-and_intro_true_right_022,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_left_id_019/namespace-core_eval-name-and_left_id_019_20260517-084342,namespace-core_eval-name-and_left_id_019,4,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_026/namespace-core_eval-name-and_project_026_20260517-050618,namespace-core_eval-name-and_project_026,5,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_028/namespace-core_eval-name-and_project_028_20260517-081520,namespace-core_eval-name-and_project_028,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_030/namespace-core_eval-name-and_project_030_20260517-084715,namespace-core_eval-name-and_project_030,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_034/namespace-core_eval-name-and_reorder_034_20260517-072115,namespace-core_eval-name-and_reorder_034,1,0,0,,0,True
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_036/namespace-core_eval-name-and_reorder_036_20260517-095228,namespace-core_eval-name-and_reorder_036,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_037/namespace-core_eval-name-and_reorder_037_20260517-034615,namespace-core_eval-name-and_reorder_037,6,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_040/namespace-core_eval-name-and_reorder_040_20260517-051758,namespace-core_eval-name-and_reorder_040,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_and_true_161/namespace-core_eval-name-bool_and_true_161_20260517-022653,namespace-core_eval-name-bool_and_true_161,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_cond_false_168/namespace-core_eval-name-bool_cond_false_168_20260517-113600,namespace-core_eval-name-bool_cond_false_168,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_cond_true_167/namespace-core_eval-name-bool_cond_true_167_20260517-111241,namespace-core_eval-name-bool_cond_true_167,3,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_false_or_164/namespace-core_eval-name-bool_false_or_164_20260517-090612,namespace-core_eval-name-bool_false_or_164,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_not_false_166/namespace-core_eval-name-bool_not_false_166_20260517-023910,namespace-core_eval-name-bool_not_false_166,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_not_true_165/namespace-core_eval-name-bool_not_true_165_20260517-093445,namespace-core_eval-name-bool_not_true_165,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_true_and_162/namespace-core_eval-name-bool_true_and_162_20260517-071949,namespace-core_eval-name-bool_true_and_162,2,3,1,3.0,3.0,False
